experiment,model,arm,dataset,n,visual_requests,collected,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger,collection_rate
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,93,93,93,0.83097813,0.096729557,0.94251447,,0.61032719,0.043778898,0.039207491,0.30668642,,0.93078842,0.93394982,0.83642647,1.224645,,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,90,90,90,0.82417745,0.11829583,0.93888889,,0.6242764,0.030178053,0.044811609,0.30073394,,0.95127832,0.64379847,0.955981,1.2029358,,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,90,90,90,0.82439447,0.1115986,0.95,,0.60614421,0.041465186,0.042115002,0.3102756,,0.94311023,0.90428435,0.89845338,1.1815935,,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,96,96,96,0.8324785,0.10014636,0.95192308,,0.6354569,0.038522644,0.041067378,0.28495308,,0.98716111,0.82938964,0.87610407,1.0895654,,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,47,47,47,0.83640774,0.10965686,0.94599018,,0.62686715,0.039784517,0.038505775,0.29484256,,0.95668227,0.84873636,0.82145653,1.1748848,,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,93,93,93,0.83099261,0.096724423,0.94251447,,0.61058361,0.043631346,0.039216819,0.30656822,,0.93118679,0.93080204,0.83662547,1.22422,,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,90,90,90,0.82440304,0.11848841,0.93803419,,0.6242687,0.030202932,0.044860391,0.30066798,,0.95126659,0.64432922,0.95702167,1.2026719,,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,90,90,90,0.82426099,0.11149463,0.9508547,,0.60648742,0.04148326,0.042165443,0.30986388,,0.94367011,0.90463154,0.89952946,1.1801659,,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,96,96,96,0.85802457,0.097948923,0.96073718,,0.64721936,0.032522597,0.031970736,0.2882873,,1.0177081,0.70358138,0.68204237,1.0799835,,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,61,61,61,0.863756,0.091762413,0.96027743,,0.67599488,0.030730578,0.026800424,0.26647411,,1.0313497,0.65558567,0.57174237,1.0629835,,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,93,93,93,0.86266944,0.098054317,0.9598842,,0.66372742,0.028461192,0.025097081,0.28271431,,1.0113942,0.6071721,0.53540439,1.1308572,,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_ob,90,90,90,0.86199046,0.088308643,0.96111111,,0.66536807,0.029548189,0.025295716,0.27978802,,1.0138942,0.63036137,0.53964195,1.1191521,,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_tt,90,90,90,0.86261704,0.086414224,0.95897436,,0.65437575,0.035306108,0.028415561,0.28190258,,1.0116765,0.76278849,0.60786463,1.0920285,,1
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aegislab,96,96,96,0.76918852,0.64605912,0.30769231,,0.65458859,0.019127732,0.015547844,0.31073584,,1.0293834,0.41669305,0.33168733,1.1637372,,1
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2022,61,61,61,0.76530356,0.64198479,0.30769231,,0.6648051,0.017769132,0.015781466,0.3016443,,1.0142827,0.37907481,0.33667127,1.2032961,,1
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2025,93,93,93,0.76349537,0.64135115,0.30769231,,0.66577722,0.015349897,0.014902847,0.30397004,,1.0145177,0.32746447,0.3179274,1.2158802,,1
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_ob,90,90,90,0.7645863,0.64621986,0.30769231,,0.65969057,0.022542146,0.016532534,0.30123475,,1.0052428,0.48089911,0.35269405,1.204939,,1
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_tt,90,90,90,0.76820663,0.6441176,0.30769231,,0.65981589,0.016381118,0.01534066,0.30846234,,1.0204257,0.35645011,0.32825272,1.1961243,,1
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aegislab,96,96,96,0.85814468,0.097945414,0.96073718,,0.64714721,0.03252472,0.031957219,0.28837085,,1.0175983,0.70360664,0.68175401,1.0803152,,1
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2022,61,61,61,0.86373209,0.091722108,0.96027743,,0.67619872,0.030690006,0.02677435,0.26633692,,1.0316594,0.65472013,0.57118614,1.0624309,,1
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2025,93,93,93,0.86273245,0.097984957,0.95947064,,0.66366147,0.028472093,0.02509528,0.28277116,,1.0112937,0.60740465,0.53536597,1.1310846,,1
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_ob,90,90,90,0.8618726,0.088311858,0.96068376,,0.66533876,0.029502478,0.025295654,0.2798631,,1.0138495,0.6293862,0.53964062,1.1194524,,1
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_tt,90,90,90,0.86263442,0.086390304,0.95897436,,0.65442582,0.035302623,0.028388293,0.28188327,,1.0117607,0.76275931,0.60730435,1.0920011,,1
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aegislab,96,96,96,0.85798065,0.098024792,0.96073718,,0.64681962,0.032577985,0.032031031,0.28857137,,1.0170847,0.70476908,0.68332867,1.0810595,,1
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2022,61,61,61,0.86373367,0.091641588,0.96027743,,0.67641658,0.030668688,0.026725803,0.26618893,,1.0319926,0.65426534,0.57015046,1.061846,,1
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2025,93,93,93,0.86271774,0.098173983,0.9598842,,0.66372051,0.028431704,0.025102022,0.28274577,,1.0113836,0.60654302,0.53550981,1.1309831,,1
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_ob,90,90,90,0.86191598,0.088367947,0.96111111,,0.66518033,0.029533592,0.025367194,0.27991889,,1.0136081,0.63004996,0.54116681,1.1196755,,1
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_tt,90,90,90,0.86260807,0.086387007,0.95811966,,0.65467377,0.035336199,0.028422031,0.281568,,1.0121372,0.7633592,0.6080616,1.0906993,,1
